CAMIS,DBA,CUISINE DESCRIPTION,Latitude, Longitude,AVG_SCORE,AVG_GRADE,ADDRESS,BORO,ZIPCODE,PHONE
41074503,FAY DA BAKERY,Bakery Products/Desserts,40.73764769,-73.8770546,3.00,A,8612 JUSTICE AVE Queens 11373,Queens,11373,7182055835
41075211,SUSHI GALLERY,Japanese,40.69757664,-73.99343648,3.00,A,71 CLARK STREET Brooklyn 11201,Brooklyn,11201,7182220308
41075909,NEW GOLDEN CHOPSTICK CHINESE RESTAURANT,Chinese,40.69956254,-73.83068858,3.00,A,8720 LEFFERTS BOULEVARD Queens 11418,Queens,11418,7184414838
41075977,SOPHIE'S RESTAURANT,Spanish,40.75057589,-73.97666286,3.00,A,369 LEXINGTON AVENUE Manhattan 10017,Manhattan,10017,2129223576
41076171,CARVEL,Frozen Desserts,40.74537708,-73.90626538,3.00,A,5826 ROOSEVELT AVENUE Queens 11377,Queens,11377,7182055978
41076181,NEW THRIVING RESTAURANT OF GUYANA,Chinese,40.68331351,-73.83448338,3.00,A,10702 LIBERTY AVENUE Queens 11417,Queens,11417,7188350890
41076314,MELBA'S,American,40.80319522,-73.95654316,3.00,A,300 WEST  114 STREET Manhattan 10026,Manhattan,10026,2128647777
41076499,EL CAFETAL BAKERY,Bakery Products/Desserts,40.69517392,-73.84444661,2.50,A,10225 JAMAICA AVENUE Queens 11418,Queens,11418,7188058204
41076903,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,40.8361825,-73.86097799,3.00,A,1438 METROPOLITAN AVENUE Bronx 10462,Bronx,10462,7187929322
41076966,POPEYES,Chicken,40.83672863,-73.88582966,3.00,A,949 EAST  174 STREET Bronx 10460,Bronx,10460,7185427147
41076970,DUNKIN,Donuts,40.66325233,-73.96120875,3.00,A,40 EMPIRE BOULEVARD Brooklyn 11225,Brooklyn,11225,7182849305
41077301,COZY CAFE,Middle Eastern,40.72392343,-73.99003537,3.00,A,43 EAST    1 STREET Manhattan 10003,Manhattan,10003,2124750177
41077320,BAKED,Bakery Products/Desserts,40.6769573,-74.01334288,3.00,A,359 VAN BRUNT STREET Brooklyn 11231,Brooklyn,11231,7182220345
41077507,LA NUEVA ESTRELLA BAR & RESTAURANT,Latin American,40.87131968,-73.87703429,2.00,B+,390 EAST  204 STREET Bronx 10467,Bronx,10467,7186534111
41078099,ORIGINAL RAY'S PIZZA,Pizza,40.76438503,-73.96659344,3.00,A,811 LEXINGTON AVENUE Manhattan 10065,Manhattan,10065,2122238116
41079528,LASAGNA RESTAURANT,Italian,40.74332661,-73.99990256,2.00,B+,196 8 AVENUE Manhattan 10011,Manhattan,10011,2122424551
41080427,COCONUT PALM BAR AND GRILL,Caribbean,40.83731625,-73.84605006,3.00,A,2407 WESTCHESTER AVENUE Bronx 10461,Bronx,10461,7185978700
41080814,GOTTLIEB'S RESTAURANT,Jewish/Kosher,40.70773412,-73.96111424,3.00,A,352 ROEBLING STREET Brooklyn 11211,Brooklyn,11211,7183846612
41081510,CHOP'T,Salads,40.76135084,-73.97226234,3.00,A,60 EAST   56 STREET Manhattan 10022,Manhattan,10022,2127502467
41081933,SHILA BAR & WINE,Coffee/Tea,40.85384899,-73.88727863,3.00,A,629 CRESCENT AVENUE Bronx 10458,Bronx,10458,3472702701
41083266,SPARKS DELI RESTAURANT,Sandwiches,40.73876349,-73.94124534,3.00,A,28-31 BORDEN AVENUE Queens 11101,Queens,11101,7183920757
41083735,PLAZA TULCINGO RESTAURANT,Mexican,40.83817826,-73.9185373,3.00,A,10 EAST CLARKE PLACE Bronx 10452,Bronx,10452,7186815020
41083785,PAKIZA RESTAURANT,Pakistani,40.63256472,-73.96686864,3.00,A,1032 CONEY ISLAND AVENUE Brooklyn 11230,Brooklyn,11230,7184345596
41083927,CAFE DU SOLEIL,French,40.80000429,-73.96871735,1.50,B-,245 WEST  104 STREET Manhattan 10025,Manhattan,10025,2123165000
41084188,UVA,Italian,40.77232744,-73.95577271,3.00,A,1486 2 AVENUE Manhattan 10075,Manhattan,10075,2124724552
41084481,JOE'S GINGER RESTAURANT,Chinese,40.71484416,-73.99820719,3.00,A,25 PELL STREET Manhattan 10013,Manhattan,10013,2122850333
41084776,CHIPOTLE MEXICAN GRILL,Tex-Mex,40.74183327,-73.99356563,3.00,A,680 6 AVENUE Manhattan 10010,Manhattan,10010,2122063781
41085105,BROADWAY AU LAIT,Vegetarian,0,0,3.00,A,307072 BROADWAY Manhattan ,Manhattan,,2128658429
41085439,INES' BAKERY,Bakery Products/Desserts,40.65444259,-74.00428514,2.67,A,948 4 AVENUE Brooklyn 11232,Brooklyn,11232,7187880594
41086217,MIKES OLYMPIC GRILL,American,40.62487684,-74.14327048,3.00,A,1637 FOREST AVENUE Staten Island 10302,Staten Island,10302,7184428685
41086368,LUZ DE AMERICA RESTAURANT,Latin American,40.75017513,-73.86054822,1.71,B-,104-30 ROOSEVELT AVENUE Queens 11368,Queens,11368,7186512060
41086655,SCOOPS,Vegetarian,40.65816051,-73.96045484,3.00,A,624 FLATBUSH AVENUE Brooklyn 11225,Brooklyn,11225,7182825904
41086770,STITCH BAR,American,40.75346811,-73.990594,3.00,A,247 WEST   37 STREET Manhattan 10018,Manhattan,10018,2128524826
41086843,TIEN CHU CHINESE KITCHEN,Chinese,40.69175773,-73.76325063,3.00,A,18838 LINDEN BOULEVARD Queens 11412,Queens,11412,7187126000
41086895,CHIPOTLE MEXICAN GRILL,Tex-Mex,40.75376345,-73.98155245,3.00,A,9 WEST   42 STREET Manhattan 10036,Manhattan,10036,2123546760
41086967,IL SOLE,Italian,0,0,3.00,A,229233 DYCKMAN STREET Manhattan ,Manhattan,,2125440406
41087130,METRO MARCHE,American,40.75690977,-73.97204402,3.00,A,569 LEXINGTON AVENUE Manhattan 10022,Manhattan,10022,2122232670
41087519,REDEMPTION,American,40.75685356,-73.96709535,3.00,A,1003 2 AVENUE Manhattan 10022,Manhattan,10022,2123194545
41088457,JOE COFFEE,Coffee/Tea,40.7350592,-73.99351216,3.00,A,9 EAST   13 STREET Manhattan 10003,Manhattan,10003,2129247400
41088798,MENDYS RESTAURANT,Jewish/Kosher,40.6693622,-73.94173568,3.00,A,792 EASTERN PARKWAY Brooklyn 11213,Brooklyn,11213,7189078877
41088825,SENECA FIESTA COFFEE BAR,Latin American,40.70404643,-73.90977531,3.00,A,603 SENECA AVENUE Queens 11385,Queens,11385,7183666011
41089834,MURRAY HILL DINER,American,40.74589123,-73.98010384,3.00,A,222 LEXINGTON AVENUE Manhattan 10016,Manhattan,10016,2126866667
41089876,SARABETH'S,American,40.76507882,-73.97487081,2.71,A,40 CENTRAL PARK SOUTH Manhattan 10019,Manhattan,10019,2128265959
41090020,JESSI'S COFFEE SHOP,Coffee/Tea,40.7081806,-73.9399162,2.50,A,223 BUSHWICK AVENUE Brooklyn 11206,Brooklyn,11206,7183863931
41090082,THE POUR HOUSE OF BAYRIDGE,American,40.62844591,-74.02901156,3.00,A,7901 3 AVENUE Brooklyn 11209,Brooklyn,11209,7184916658
41090127,PORTOFINO RESTAURANT,Italian,40.85359201,-73.79020293,3.00,A,555 CITY ISLAND AVENUE Bronx 10464,Bronx,10464,7188851220
41090212,REBEL,Caribbean,40.7204589,-73.98436479,3.00,A,29 CLINTON STREET Manhattan 10002,Manhattan,10002,9173883425
41090838,CARVEL,Frozen Desserts,40.72085072,-73.80622888,3.00,A,16102 UNION TURNPIKE Queens 11366,Queens,11366,7185913801
41090957,PETRARCA,Italian,40.7187444,-74.00459953,3.00,A,34 WHITE STREET Manhattan 10013,Manhattan,10013,2126252800
41091113,EL JOBO RESTAURANT,Latin American,40.85526446,-73.90456273,2.33,B+,54 EAST  181 STREET Bronx 10453,Bronx,10453,7183677266
41091944,ABBEY TAVERN,American,40.74058316,-73.98187729,3.00,A,354 3 AVENUE Manhattan 10010,Manhattan,10010,2126961011
41092403,EAT HERE NOW,American,40.76525219,-73.96595764,3.00,A,839 LEXINGTON AVENUE Manhattan 10065,Manhattan,10065,2127510724
41092609,10TH AVENUE COOKSHOP,American,40.74564579,-74.00563716,3.00,A,156 10 AVENUE Manhattan 10011,Manhattan,10011,2129244440
41092947,M & K SPANISH RESTAURANT,Spanish,40.6373664,-74.07671638,3.00,A,190 BAY STREET Staten Island 10301,Staten Island,10301,7189817182
41094023,BETTY'S CATERING,American,40.74230821,-73.8695217,3.00,A,94-33 CORONA AVENUE Queens 11373,Queens,11373,7186997302
41094080,FOOTPRINTS CAFE,Caribbean,40.57546023,-73.98302017,3.00,A,1521 SURF AVENUE Brooklyn 11224,Brooklyn,11224,7182652530
41094277,JIMBO'S HAMBURGER PLACE,Hamburgers,40.81975379,-73.91608144,3.00,A,690 MELROSE AVENUE Bronx 10455,Bronx,10455,7182928032
41095221,GREEK ISLANDS,Greek,40.77086156,-73.73533851,1.67,B-,25317 NORTHERN BOULEVARD Queens 11362,Queens,11362,7182795922
41096100,MATCH 65,French,40.7672346,-73.9684115,3.00,A,29 EAST   65 STREET Manhattan 10065,Manhattan,10065,2127374400
41096117,KOI,Japanese,40.75305291,-73.98389151,3.00,A,40 WEST   40 STREET Manhattan 10018,Manhattan,10018,2129213330
41096461,JAKE'S SALOON,Irish,40.74431466,-73.99619625,3.00,A,206 WEST   23 STREET Manhattan 10011,Manhattan,10011,2123373100
41096631,KELLY'S PUB,Bottled Beverages,40.89557935,-73.87614283,3.00,A,23 EAST  233 STREET Bronx 10470,Bronx,10470,7183255253
41096895,JIMBO'S HAMBURGER PALACE,Hamburgers,40.82857282,-73.93795336,3.00,A,301 WEST  154 STREET Manhattan 10039,Manhattan,10039,2124918290
41097973,CAFE RIVIERA,Bakery Products/Desserts,40.72853113,-73.95348555,1.00,C,830 MANHATTAN AVENUE Brooklyn 11222,Brooklyn,11222,7183838450
41098073,STOUT,American,40.74958142,-73.98932051,3.00,A,133 WEST   33 STREET Manhattan 10001,Manhattan,10001,2126296191
41098607,GEORGE'S,American,0,0,3.00,A,8789 GREENWICH STREET Manhattan ,Manhattan,,2122698026
41098650,FAY DA BAKERY,Bakery Products/Desserts,40.75027042,-73.81874269,2.00,B+,4615 KISSENA BOULEVARD Queens 11355,Queens,11355,7183530730
41098952,CHIPOTLE MEXICAN GRILL,Tex-Mex,40.72834007,-74.00534345,3.00,A,200 VARICK STREET Manhattan 10014,Manhattan,10014,6463366264
41098989,MCDONALD'S,Hamburgers,40.87911679,-73.87140745,3.00,A,3509 WEBSTER AVENUE Bronx 10467,Bronx,10467,7182315597
41098999,MCDONALD'S,Hamburgers,40.87283296,-73.85218681,3.00,A,1212 EAST GUNHILL ROAD Bronx 10469,Bronx,10469,7187986196
41099225,GOLDEN PASTRY SHOP,Bakery Products/Desserts,40.63825966,-74.07898737,3.00,A,1 CORSON AVENUE Staten Island 10301,Staten Island,10301,7187279393
41099497,KAIETEUR EXPRESS RESTAURANT,Caribbean,40.68659862,-73.82319284,3.00,A,12004 LIBERTY AVENUE Queens 11419,Queens,11419,7183238748
41099763,KIRAKU SUSHI JAPANESE RESTAURANT,Japanese,40.85321545,-73.85362951,3.00,A,1948 WILLIAMSBRIDGE ROAD Bronx 10461,Bronx,10461,7183798866
41100434,HIMALAYAN YAK RESTAURANT,Indian,40.74664474,-73.89321707,1.00,C,7220 ROOSEVELT AVENUE Queens 11372,Queens,11372,7187791119
41100502,MAMAS EMPANADAS,Spanish,40.73394519,-73.86977268,3.00,A,9120 59 AVENUE Queens 11373,Queens,11373,7184292502
41100958,CREPERIE,French,40.7203084,-73.98824656,3.00,A,135 LUDLOW STREET Manhattan 10002,Manhattan,10002,2129795521
41101595,ANGELO'S PIZZA,Pizza,40.76366946,-73.98266516,3.00,A,1697 BROADWAY Manhattan 10019,Manhattan,10019,2122458811
41101600,EMPHASIS,American,40.6351088,-74.02332903,2.40,B+,6820 4 AVENUE Brooklyn 11220,Brooklyn,11220,7185687459
41101900,STARBUCKS,Coffee/Tea,40.74798395,-73.98910784,3.00,A,875 6 AVENUE Manhattan 10001,Manhattan,10001,2126296540
41102997,TAJ II,American,40.7409082,-73.99208255,3.00,A,48 WEST   21 STREET Manhattan 10010,Manhattan,10010,2126203033
41103052,MINGLES,American,40.69254478,-73.81681592,3.00,A,13018 101 AVENUE Queens 11419,Queens,11419,7188056507
41103208,PAPILLON BISTRO & BAR,French,40.76064595,-73.97447542,3.00,A,22 EAST   54 STREET Manhattan 10022,Manhattan,10022,2127549006
41104863,GYM SPORTS BAR,American,40.74251416,-74.00051966,3.00,A,167 8 AVENUE Manhattan 10011,Manhattan,10011,2123372439
41105041,YU KING BAKERY,Bakery Products/Desserts,40.60001049,-73.99065171,2.50,A,2335 86 STREET Brooklyn 11214,Brooklyn,11214,7189963888
41105180,INDIAN TANPURA,Indian,40.78856009,-73.97438162,3.00,A,564 AMSTERDAM AVENUE Manhattan 10024,Manhattan,10024,2127218700
41105288,DUNKIN,Donuts,40.61791352,-73.95974397,3.00,A,1510 ELM AVENUE Brooklyn 11230,Brooklyn,11230,7186270667
41105415,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,40.64800023,-73.8819448,3.00,A,1364 PENNSYLVANIA AVENUE Brooklyn 11239,Brooklyn,11239,7182771003
41105572,KABU BAR & LOUNGE,Latin American,40.75587302,-73.88238816,3.00,A,8509 NORTHERN BOULEVARD Queens 11372,Queens,11372,7184298113
41105644,KIND REGARDS,American,40.7208189,-73.98796508,2.00,B+,152 LUDLOW STREET Manhattan 10002,Manhattan,10002,2122530036
41106233,ROSA MEXICANO,Sandwiches,40.73823473,-73.99115187,2.50,A,9 EAST   18 STREET Manhattan 10003,Manhattan,10003,2125333350
41106644,STARBUCKS,Coffee/Tea,40.75876563,-73.99239446,3.00,A,593 9 AVENUE Manhattan 10036,Manhattan,10036,2125947846
41106653,STARBUCKS,American,40.75579527,-73.92351848,3.00,A,3711 35 AVENUE Queens 11101,Queens,11101,7187060464
41106672,BOGOTA LATIN BISTRO,Latin American,40.67820507,-73.97923001,3.00,A,141 5 AVENUE Brooklyn 11217,Brooklyn,11217,7182303805
41106681,STARBUCKS,Coffee/Tea,40.63223131,-73.94851263,3.00,A,33 HILLEL PLACE Brooklyn 11210,Brooklyn,11210,7183382489
41107259,BANTRY BAY PUBLICK HOUSE,Irish,40.73567195,-73.93446428,2.33,B+,3301 GREENPOINT AVENUE Queens 11101,Queens,11101,7187849500
41108006,PEARL GARDEN CHINESE RESTAURANT,Chinese,40.7869126,-73.82200096,3.00,A,14508 14 AVENUE Queens 11357,Queens,11357,7187677854
41108012,SILVER SPOON RESTAURANT,Caribbean,40.70755025,-73.7498705,2.50,A,20712 HOLLIS AVENUE Queens 11429,Queens,11429,7184683624
41108068,JOPHSUA 19,Mexican,40.70235187,-73.81854528,3.00,A,13406 JAMAICA AVENUE Queens 11418,Queens,11418,7182062115
41109162,H.Q. LOUNGE,American,40.64661423,-73.9491141,3.00,A,1609 NOSTRAND AVENUE Brooklyn 11226,Brooklyn,11226,7182846877
41109275,LITTLE CUPCAKE BAKESHOP,Bakery Products/Desserts,40.61989222,-74.03252709,3.00,A,9102 3 AVENUE Brooklyn 11209,Brooklyn,11209,7186804465
41109381,DOMINO'S,Pizza,0,0,2.00,B+,2554 ADAM CLAYTON POWELL JR BOULEVARD Manhattan ,Manhattan,,2122831100
41109700,DUNKIN,American,40.73669345,-73.86566086,3.00,A,9507 57 AVENUE Queens 11368,Queens,11368,7185920940
41110390,YIP'S RESTAURANT,Asian/Asian Fusion,40.70497058,-74.01228091,2.33,B+,18 BEAVER STREET Manhattan 10004,Manhattan,10004,2124809010
41110540,PIZZA CENTRAL OF BROOKLYN,Pizza,40.63124701,-73.97724876,3.00,A,941 MCDONALD AVENUE Brooklyn 11218,Brooklyn,11218,7186330600
41111038,COLOMBIAN RESTAURANT & BAKERY,Bakery Products/Desserts,40.64740447,-74.01158559,2.50,A,4823 4 AVENUE Brooklyn 11220,Brooklyn,11220,7184921485
41111464,100 FUN,Asian/Asian Fusion,0,0,2.00,B+,932934 60 STREET Brooklyn ,Brooklyn,,6464160209
41112470,VILLA MIA PIZZA,Pizza,40.66940423,-73.99274354,3.00,A,526 3 AVENUE Brooklyn 11215,Brooklyn,11215,7187883330
41112524,ADRIENNE'S PIZZA BAR,Italian,40.70440261,-74.01021056,3.00,A,54 STONE STREET Manhattan 10004,Manhattan,10004,2122483838
41112530,ATRIUM CINEMAS,American,40.56024195,-74.16411287,3.00,A,680 ARTHUR KILL ROAD Staten Island 10308,Staten Island,10308,7189843859
41113037,BITE,Mediterranean,40.73308512,-73.98667832,2.20,B+,211 EAST   14 STREET Manhattan 10003,Manhattan,10003,2126773123
41114768,PUFFY'S TAVERN,American,40.71851359,-74.00885272,3.00,A,81 HUDSON STREET Manhattan 10013,Manhattan,10013,2122273912
41115745,CHELA,Mexican,40.67020775,-73.98545086,1.67,B-,408 5 AVENUE Brooklyn 11215,Brooklyn,11215,7187881137
41115762,SPRING GARDENS RESTAURANT,Caribbean,40.678512,-73.75440355,2.40,B+,135-29 SPRINGFIELD BOULEVARD Queens 11413,Queens,11413,7183414480
41116575,GENEROSO BAKERY,Bakery Products/Desserts,40.6404927,-74.01512276,3.00,A,5812 5 AVENUE Brooklyn 11220,Brooklyn,11220,7184920895
41116617,EDDIE'S SWEET SHOP,Frozen Desserts,40.70997553,-73.84782056,3.00,A,105-29 METROPOLITAN AVENUE Queens 11375,Queens,11375,7185208514
41117086,SABOR A MEXICO II,Mexican,40.77260802,-73.95740081,3.00,A,233 EAST   77 STREET Manhattan 10075,Manhattan,10075,2124398301
41117350,POPEYES,Chicken,40.72824562,-73.74724888,3.00,A,21710 HILLSIDE AVENUE Queens 11427,Queens,11427,7184656812
41117553,EPISTROPHY CAFE,Italian,40.72131076,-73.99557345,2.50,A,200 MOTT STREET Manhattan 10012,Manhattan,10012,2129660904
41117663,RIVIERA,American,40.75591741,-73.9214898,3.00,A,3448 STEINWAY STREET Queens 11101,Queens,11101,7189376664
41117739,COSMIC DINER,American,40.764065,-73.98479132,3.00,A,888 8 AVENUE Manhattan 10019,Manhattan,10019,2123335888
41117795,HAVANA CENTRAL,Latin American,40.7579907,-73.98366651,3.00,A,151 WEST   46 STREET Manhattan 10036,Manhattan,10036,2123987440
41118126,VEGGIE CASTLE,Vegetarian,40.69066,-73.81395799,3.00,A,13209 LIBERTY AVENUE Queens 11419,Queens,11419,7186418342
41118203,NATIONAL BAKERY,Bakery Products/Desserts,40.82127246,-73.89687611,3.00,A,944 INTERVALE AVENUE Bronx 10459,Bronx,10459,7188613671
41118287,LA LIBERTAD RESTAURANT,Spanish,40.68068449,-73.84262375,3.00,A,9619 LIBERTY AVENUE Queens 11417,Queens,11417,7183233900
41118794,TAQUERIA COCOYOC,Mexican,40.70223954,-73.91590535,2.00,B+,211 WYCKOFF AVENUE Brooklyn 11237,Brooklyn,11237,7184974489
41118839,NOBU FIFTY SEVEN,Japanese,40.76353088,-73.97535152,3.00,A,40 WEST   57 STREET Manhattan 10019,Manhattan,10019,2127578559
41119200,PEPPER'S CARIBBEAN RESTAURANT AND BAR,Caribbean,40.90127091,-73.85207992,3.00,A,4564 WHITE PLAINS ROAD Bronx 10470,Bronx,10470,6466338538
41119269,ROYAL INDIA PALACE AND RESTAURANT,Indian,40.6938614,-73.82868368,3.00,A,11808 ATLANTIC AVENUE Queens 11419,Queens,11419,7188467600
41120276,DUKAGJINI BUREKTORE,Eastern European,40.85444024,-73.86537151,3.00,A,758 LYDIG AVENUE Bronx 10462,Bronx,10462,7188228955
41120682,SANT AMBROEUS,Italian,40.77531625,-73.96286545,3.00,A,1000 MADISON AVENUE Manhattan 10075,Manhattan,10075,2125702211
41120866,THE CORNER DELI / LA ESQUINA CANTINA,Mexican,40.72145355,-73.99745662,2.00,B+,106 KENMARE STREET Manhattan 10012,Manhattan,10012,6466137100
41120876,STILLWELL SOCCER SPORTS,Coffee/Tea,40.60286465,-73.98643791,3.00,A,1786 STILLWELL AVENUE Brooklyn 11223,Brooklyn,11223,7187148283
41121169,KLASSIQUE,Caribbean,40.88146279,-73.83822292,2.00,B+,3813 BOSTON ROAD Bronx 10466,Bronx,10466,7186543222
41121595,CARVEL,Frozen Desserts,40.88360122,-73.90152385,2.33,B+,5759 BROADWAY Bronx 10463,Bronx,10463,7187967253
41122178,PORT ROYAL JAMAICAN RESTAURANT,Caribbean,40.68679191,-73.79427421,2.80,A,11307 SUTPHIN BOULEVARD Queens 11435,Queens,11435,7183236611
41122435,JIMBO'S BURGER PALACE,American,40.81530581,-73.93998891,3.00,A,535 LENOX AVENUE Manhattan 10037,Manhattan,10037,2124918680
41122841,LANDMARK TAVERN,Irish,40.76327272,-73.99651645,2.00,B+,626 11 AVENUE Manhattan 10036,Manhattan,10036,2122472562
41122892,TRINI BREAKFAST SHED II,Caribbean,40.65091181,-73.94745306,2.40,B+,3209 CHURCH AVENUE Brooklyn 11226,Brooklyn,11226,7182822646
41123001,SAZON PEREZ RESTAURANT,Latin American,40.70758755,-73.95108722,3.00,A,417 SOUTH    4 STREET Brooklyn 11211,Brooklyn,11211,7182187993
41123042,FRIENDLY GOURMET PIZZA,American,40.70917314,-74.00877573,3.00,A,59 NASSAU STREET Manhattan 10038,Manhattan,10038,2129620220
41124515,GIARDINO D'ORO,Italian,40.7074166,-74.00720651,3.00,A,5 GOLD STREET Manhattan 10038,Manhattan,10038,2125146400
41125267,EL PILON BAKERY,Latin American,40.74312744,-73.91843383,3.00,A,4619 QUEENS BOULEVARD Queens 11104,Queens,11104,3478080336
41125700,GILDA'S RESTAURANT,Peruvian,40.76013869,-73.87743526,3.00,A,9115 31 AVENUE Queens 11369,Queens,11369,7185655778
41125878,O'HANLON'S BAR,Irish,40.73153659,-73.98299468,3.00,A,349 EAST   14 STREET Manhattan 10003,Manhattan,10003,2125337333
41126771,JIMMY'S PLACE,American,40.62242467,-74.00522687,2.33,B+,7118 13 AVENUE Brooklyn 11228,Brooklyn,11228,7187485934
41127209,BACI & ABBRACCI,Italian,40.71409623,-73.96034217,3.00,A,204 GRAND STREET Brooklyn 11211,Brooklyn,11211,7185996599
41127492,ECUA VILLA COFFEE SHOP,Coffee/Tea,40.83728265,-73.91007096,3.00,A,320 EAST  170 STREET Bronx 10456,Bronx,10456,6464180851
41127647,BURRITO BAR,Tex-Mex,0,0,3.00,A,307311 FLATBUSH AVENUE Brooklyn ,Brooklyn,,7182308646
41128211,HARD ROCK CAFE,American,40.75709624,-73.98619342,3.00,A,1501 BROADWAY Manhattan 10036,Manhattan,10036,2123433355
41128554,LA NONNA,Italian,40.71845352,-73.99773451,1.00,C,134 MULBERRY STREET Manhattan 10013,Manhattan,10013,2123346200
41129085,DUNKIN,Donuts,40.61311163,-74.15863902,3.00,A,1445 RICHMOND AVENUE Staten Island 10314,Staten Island,10314,3473020671
41129116,DUNKIN,Donuts,40.58783042,-74.16563909,3.00,A,77 RICHMOND HILL ROAD Staten Island 10314,Staten Island,10314,7183701238
41129343,PINO'S LA FORCHETTA,Pizza,40.67137306,-73.97782623,1.00,C,181 7 AVENUE Brooklyn 11215,Brooklyn,11215,7189654020
41129706,RICHIE'S PLACE,American,40.71075405,-73.79286896,3.00,A,16902 HILLSIDE AVENUE Queens 11432,Queens,11432,7182974006
41129994,CANAL BAR,American,40.67784651,-73.98577366,3.00,A,270 3 AVENUE Brooklyn 11215,Brooklyn,11215,7182460011
41130819,TARALLUCCI E VINO,Italian,40.73811119,-73.99085599,3.00,A,15 EAST   18 STREET Manhattan 10003,Manhattan,10003,2122285400
41130849,PATZERIA'S PERFECT PIZZA,Pizza,40.75909443,-73.98627603,2.00,B+,231 WEST   46 STREET Manhattan 10036,Manhattan,10036,2125757646
41131002,TANGRA,Asian/Asian Fusion,40.74390322,-73.92504429,3.00,A,3923 QUEENS BOULEVARD Queens 11104,Queens,11104,7187868181
41131266,THE POUR HOUSE,American,40.71208041,-73.73103143,3.00,A,22301 HEMPSTEAD AVENUE Queens 11429,Queens,11429,7184652902
41131836,BLUE MOUNTAIN CUISINE RESTAURANT,Caribbean,40.8830508,-73.84946977,3.00,A,3701 EASTCHESTER RD FL 1 Bronx 10466,Bronx,10466,7186548862
41132816,KENNEDY CHICKEN & PIZZA,Chicken,40.88627656,-73.84792538,1.50,B-,4049 LACONIA AVENUE Bronx 10466,Bronx,10466,7185470122
41132975,CAFE GRUMPY,Coffee/Tea,40.72844397,-73.94862202,3.00,A,193 MESEROLE AVENUE Brooklyn 11222,Brooklyn,11222,7183497623
41133094,NORI SUSHI RESTAURANT,Japanese,40.57370233,-74.11731864,2.00,B+,55 NEW DORP PLAZA Staten Island 10306,Staten Island,10306,7186680288
41134612,SANTA MARIA BAR,Spanish,40.74638973,-73.8995765,3.00,A,6419 39 AVENUE Queens 11377,Queens,11377,6463532085
41135075,FUEL,American,40.58565093,-73.95169891,3.00,A,1715 SHEEPSHEAD BAY ROAD Brooklyn 11235,Brooklyn,11235,7187433333
41136253,VICTOR'S COFFEE SHOP,Spanish,40.71604619,-73.74526799,3.00,A,21261 JAMAICA AVENUE Queens 11428,Queens,11428,7182174520
41136967,CLANDESTINO CAFE AND BAR,Bottled Beverages,40.71463796,-73.99101794,3.00,A,35 CANAL STREET Manhattan 10002,Manhattan,10002,2124755505
41137141,CHIPOTLE MEXICAN GRILL,Sandwiches/Salads/Mixed Buffet,40.74608494,-73.99418596,3.00,A,283 7 AVENUE Manhattan 10001,Manhattan,10001,2126456270
41137336,WAH FUNG 1 FAST FOOD,Chinese,40.71731158,-73.99428227,3.00,A,79 CHRYSTIE STREET Manhattan 10002,Manhattan,10002,2129255175
41137340,DILLINGERS PUB & GRILL,American,40.76153571,-73.90996426,3.00,A,4619 30 AVENUE Queens 11103,Queens,11103,7189565601
41137586,UJA FEDERATION,Jewish/Kosher,40.76235995,-73.96854017,3.00,A,130 EAST   59 STREET Manhattan 10022,Manhattan,10022,2128361540
41138136,SAL'S RESTAURANT,American,40.67016261,-73.95816223,3.00,A,810 FRANKLIN AVENUE Brooklyn 11225,Brooklyn,11225,7187738160
41138257,PATTY PLUS BAKERY & RESTAURANT,Caribbean,40.68809219,-73.98181589,2.60,A,324 LIVINGSTON STREET Brooklyn 11217,Brooklyn,11217,7185227565
41138581,COLUMBUS CAFE,Sandwiches,40.78705809,-73.97176408,3.00,A,556 COLUMBUS AVENUE Manhattan 10024,Manhattan,10024,2127219040
41138610,THE SPOT: HOOKAH LOUNGE,Middle Eastern,40.75811567,-73.91716648,3.00,A,4221 BROADWAY Queens 11103,Queens,11103,7182046811
41138977,PERRINE,French,40.76540201,-73.97186355,3.00,A,2 EAST   61 STREET Manhattan 10065,Manhattan,10065,2129408195
41138983,HOTEL PIERRE-MAIN KITCHEN,American,40.76540201,-73.97186355,1.50,B-,2 EAST   61 STREET Manhattan 10065,Manhattan,10065,2128388000
41138984,HOTEL PIERRE-BANQUET KITCHEN,American,40.76540201,-73.97186355,3.00,A,2 EAST   61 STREET Manhattan 10065,Manhattan,10065,2128388000
41139007,POLLOS A LA BRASA MARIO,Latin American,40.74461644,-73.90256373,2.50,A,6201 WOODSIDE AVENUE Queens 11377,Queens,11377,7182059898
41139066,HALLAL SANDWICH SHOP,Moroccan,40.76752911,-73.9120139,3.00,A,25-61 STEINWAY STREET Queens 11103,Queens,11103,7187269262
41139219,DOKEBI GRILL,Korean,40.7141539,-73.96044314,3.00,A,199 GRAND STREET Brooklyn 11211,Brooklyn,11211,7187821424
41139411,HELL'S KITCHEN,Mexican,40.7638596,-73.98866121,3.00,A,754 9 AVENUE Manhattan 10019,Manhattan,10019,2129771588
41139432,THE HAAB MEXICAN CAFE,Mexican,40.73915564,-73.91825468,2.50,A,4722 48 AVENUE Queens 11377,Queens,11377,7187294838
